std_id;std_st_id;std_it_id;std_qtity;std_remainingqtity
4735;5604;5604;3182;2348
4736;2316;2316;1290;346
4737;4431;4431;302;1804
4738;5166;5166;1933;476
4739;6252;6252;3748;975
4740;2257;2257;907;758
4741;6032;6032;2101;1797
4742;3646;3646;4764;534
4743;4149;4149;3419;1588
4744;2329;2329;3730;1522
4745;4624;4624;2999;548
4746;4236;4236;1918;2787
4747;7365;7365;3393;424
4748;4291;4291;1880;208
4749;3725;3725;515;2792
4750;4718;4718;1562;1908
4751;3213;3213;855;2959
4752;4290;4290;2409;1035
4753;3663;3663;4183;2100
4754;3842;3842;428;25
4755;4733;4733;3845;2862
4756;5011;5011;1427;1399
4757;3628;3628;4933;2491
4758;4973;4973;2642;2672
4759;3211;3211;2055;227
4760;5399;5399;3385;213
4761;4048;4048;3379;604
4762;4444;4444;2944;2204
4763;6547;6547;2154;920
4764;3730;3730;1549;1787
4765;5990;5990;1696;399
4766;1298;1298;1870;1436
4767;4324;4324;3615;1390
4768;4103;4103;4893;2646
4769;3128;3128;4927;474
4770;4482;4482;1542;474
4771;4074;4074;4300;872
4772;4583;4583;1910;2361
4773;6613;6613;4666;1821
4774;3956;3956;3370;115
4775;4497;4497;131;114
4776;4437;4437;565;1285
4777;4910;4910;1887;1126
4778;4182;4182;897;2194
4779;4609;4609;118;681
4780;4616;4616;2229;1489
4781;3920;3920;956;1011
4782;4237;4237;3993;2667
4783;6940;6940;933;2085
4784;6668;6668;3121;145
4785;3253;3253;3172;554
4786;5455;5455;1171;2032
4787;2507;2507;1180;2965
4788;1789;1789;4166;1605
4789;4702;4702;1394;1966
4790;3437;3437;1755;948
4791;7322;7322;1358;856
4792;3313;3313;2661;2132
4793;3403;3403;4878;249
4794;4594;4594;363;761
4795;5584;5584;2528;153
4796;4644;4644;4157;2593
4797;5276;5276;2610;2614
4798;9154;9154;1869;2802
4799;2989;2989;2033;1122
4800;3710;3710;1129;2112
4801;5436;5436;3304;1396
4802;2878;2878;3501;778
4803;4911;4911;NULL;2734
4804;4313;4313;1954;2318
4805;2194;2194;3974;1035
4806;5482;5482;2263;597
4807;4433;4433;3946;2215
4808;5078;5078;2743;1984
4809;4349;4349;813;2911
4810;1223;1223;297;1576
4811;6306;6306;3279;272
4812;4587;4587;4540;296
4813;2999;2999;4035;1991
4814;3893;3893;2524;1738
4815;3631;3631;4827;2203
4816;1734;1734;2428;938
4817;5027;5027;4387;118
4818;4756;4756;2011;775
4819;6290;6290;4033;1232
4820;3565;3565;3377;1368
4821;1061;1061;524;1472
4822;4749;4749;689;2786
4823;4660;4660;4449;680
4824;4155;4155;3498;2527
4825;5437;5437;3171;2618
4826;4782;4782;184;1741
4827;6268;6268;1638;2112
4828;5566;5566;2032;1059
4829;4777;4777;4303;2963
4830;4639;4639;841;522
4831;4707;4707;974;1671
4832;2756;2756;2956;1325
4833;4465;4465;18;1072
4834;4483;4483;3864;1569
4835;3797;3797;3989;93
4836;5314;5314;3925;233
4837;3326;3326;2456;2933
4838;3706;3706;2038;2768
4839;2897;2897;1960;2110
4840;3927;3927;857;2957
4841;4848;4848;4227;2818
4842;6531;6531;3428;981
4843;4840;4840;366;1694
4844;6177;6177;3869;389
4845;4219;4219;3115;675
4846;NULL;NULL;2215;560
4847;5653;5653;2323;141
4848;4360;4360;136;1511
4849;2576;2576;51;1559
4850;5461;5461;2935;2215
4851;4156;4156;3142;2474
4852;3067;3067;2146;1839
4853;5919;5919;3577;1569
4854;3875;3875;3492;2754
4855;6026;6026;1509;640
4856;3903;3903;440;1611
4857;5216;5216;3855;97
4858;4966;4966;2;206
4859;4692;4692;3783;2700
4860;3919;3919;3790;2295
4861;NULL;NULL;624;1486
4862;4269;4269;1913;1155
4863;4090;4090;3440;2022
4864;2568;2568;4973;2389
4865;5145;5145;4323;2905
4866;2963;2963;323;1948
4867;4227;4227;4522;2225
4868;3361;3361;171;422
4869;6493;6493;3535;1645
4870;4455;4455;901;1969
4871;4032;4032;4973;1006
4872;5375;5375;2348;351
4873;4342;4342;51;1665
4874;3974;3974;3176;1275
4875;4069;4069;4151;1551
4876;7475;7475;2096;491
4877;3634;3634;322;1091
4878;3859;3859;580;291
4879;3503;3503;382;1851
4880;6234;6234;956;2058
4881;4414;4414;2861;1599
4882;7566;7566;1502;600
4883;6336;6336;1981;2500
4884;2478;2478;1368;747
4885;5771;5771;2699;1048
4886;4343;4343;3829;2833
4887;5485;5485;4380;2756
4888;3507;3507;1526;1318
4889;4969;4969;2355;928
4890;4209;4209;3549;1483
4891;5967;5967;70;NULL
4892;4279;4279;2454;136
4893;3159;3159;3255;2726
4894;4417;4417;3170;68
4895;4935;4935;232;2815
4896;4480;4480;2313;1471
4897;9115;9115;4989;1662
4898;4091;4091;394;1959
4899;4544;4544;4546;2305
4900;4665;4665;2792;484
4901;3889;3889;2693;1728
4902;5668;5668;2152;1335
4903;4459;4459;1601;2719
4904;6367;6367;4150;2867
4905;4819;4819;2963;2591
4906;4213;4213;793;1209
4907;5882;5882;2094;2123
4908;6975;6975;400;173
4909;3779;3779;4341;294
4910;3353;3353;4413;1203
4911;5568;5568;117;149
4912;1958;1958;NULL;519
4913;5847;5847;3274;2806
4914;4970;4970;4620;1356
4915;3957;3957;2827;641
4916;5005;5005;928;695
4917;4598;4598;4123;885
4918;5795;5795;4933;1655
4919;4871;4871;2071;1275
4920;5154;5154;2273;1341
4921;1468;1468;494;72
4922;498;498;943;2193
4923;5424;5424;2996;907
4924;4176;4176;2816;2495
4925;4097;4097;4987;161
4926;4110;4110;831;1832
4927;5340;5340;2518;1280
4928;4546;4546;4094;283
4929;4399;4399;1881;1850
4930;4666;4666;2943;2805
4931;3929;3929;1838;2890
4932;3282;3282;2108;1532
4933;4634;4634;4929;1786
4934;4928;4928;1034;2808
4935;5394;5394;2591;122
4936;NULL;NULL;3263;723
4937;7134;7134;709;1881
4938;4748;4748;4901;733
4939;2139;2139;2832;2910
4940;4884;4884;3406;2538
4941;6144;6144;1906;1925
4942;5613;5613;1734;2659
4943;2663;2663;3979;2462
4944;5519;5519;2185;114
4945;5139;5139;2943;778
4946;6954;6954;3432;963
4947;3093;3093;1796;330
4948;6512;6512;2834;1370
4949;7419;7419;428;2427
4950;4958;4958;2242;2120
4951;4701;4701;1110;585
4952;3186;3186;2381;6
4953;4942;4942;2917;684
4954;5151;5151;3122;963
4955;5930;5930;4052;411
4956;7194;7194;1848;2536
4957;6737;6737;4698;428
4958;4987;4987;4336;224
4959;5544;5544;1615;2705
4960;4657;4657;3318;758
4961;5445;5445;444;2930
4962;5344;5344;1700;1839
4963;4791;4791;213;1323
4964;4146;4146;2458;489
4965;4387;4387;2503;1314
4966;4094;4094;2304;1618
4967;4404;4404;188;1734
4968;6129;6129;2239;2999
4969;3982;3982;2028;1233
4970;4371;4371;4564;2919
4971;6275;6275;219;1815
4972;3964;3964;4223;152
4973;3418;3418;2101;1746
4974;3902;3902;3666;1737
4975;4410;4410;366;2417
4976;5784;5784;3760;413
4977;3918;3918;1965;2732
4978;3897;3897;810;792
4979;4275;4275;4874;1716
4980;2805;2805;1555;2199
4981;4243;4243;4036;1502
4982;5724;5724;4685;2910
4983;3558;3558;3665;857
4984;6103;6103;4640;2731
4985;4710;4710;1833;2219
4986;4567;4567;4458;2883
4987;3778;3778;4192;847
4988;4615;4615;1807;822
4989;5624;5624;1983;2396
4990;5671;5671;743;587
4991;7572;7572;3566;294
4992;1842;1842;1373;1656
4993;5602;5602;3286;1028
4994;3512;3512;4514;2152
4995;4044;4044;2962;2608
4996;3229;3229;205;85
4997;4096;4096;1521;1335
4998;5410;5410;1521;1972
4999;5386;5386;4682;1801
5000;6793;6793;638;2160
5001;5687;5687;3243;2229
5002;4010;4010;4557;332
5003;5181;5181;805;136
5004;6924;6924;864;2508
5005;2000;2000;2022;304
5006;3530;3530;1887;433
5007;4254;4254;279;1260
5008;4612;4612;4251;1948
5009;2345;2345;2755;1547
5010;4127;4127;291;2999
5011;3865;3865;4883;2805
5012;4217;4217;3888;2636
5013;4569;4569;4463;1509
5014;6708;6708;59;506
5015;750;750;4282;2257
5016;4139;4139;760;19
5017;5740;5740;3035;982
5018;2514;2514;573;1593
5019;5608;5608;624;1271
5020;4603;4603;3046;1431
5021;4454;4454;3112;770
5022;4703;4703;3382;912
5023;2981;2981;256;603
5024;2992;2992;1285;646
5025;4759;4759;998;2624
5026;4309;4309;3846;159
5027;4887;4887;937;2124
5028;3648;3648;2587;2595
5029;5927;5927;704;2129
5030;4317;4317;161;2331
5031;3696;3696;2239;2078
5032;5269;5269;444;759
5033;5403;5403;1128;1992
5034;4785;4785;4235;2556
5035;4685;4685;3313;2970
5036;4504;4504;4480;1170
5037;5762;5762;3879;2774
5038;3191;3191;2801;1350
5039;5025;5025;2617;2427
5040;3385;3385;4946;1786
5041;4396;4396;4178;1622
5042;5565;5565;4941;1900
5043;4543;4543;4053;2275
5044;2560;2560;1692;2398
5045;4743;4743;860;782
5046;4116;4116;4678;659
5047;4662;4662;1910;147
5048;4432;4432;3226;522
5049;4647;4647;232;2895
5050;3853;3853;2202;2589
5051;3819;3819;2171;2104
5052;6586;6586;947;2743
5053;2702;2702;896;700
5054;2389;2389;1635;370
5055;4778;4778;2527;1389
5056;5206;5206;4861;1317
5057;3650;3650;4300;2730
5058;NULL;NULL;4521;2491
5059;3257;3257;4866;2884
5060;7745;7745;3176;145
5061;6939;6939;950;1310
5062;4885;4885;2693;1666
5063;5658;5658;3547;2819
5064;3652;3652;2593;2217
5065;3524;3524;3052;920
5066;3321;3321;4439;2045
5067;4809;4809;2759;643
5068;3607;3607;228;1953
5069;4086;4086;1747;536
5070;4388;4388;4803;1087
5071;4143;4143;1881;246
5072;4051;4051;234;2633
5073;5311;5311;2957;2166
5074;5155;5155;679;2486
5075;4474;4474;3869;2809
5076;5280;5280;3171;1871
5077;3795;3795;4330;1637
5078;3958;3958;3564;1205
5079;5260;5260;424;2864
5080;6545;6545;1321;1965
5081;5104;5104;1936;NULL
5082;3357;3357;2711;12
5083;4588;4588;2354;1601
5084;5921;5921;3503;2700
5085;4925;4925;2991;2541
5086;5286;5286;1292;226
5087;4239;4239;4548;2336
5088;4607;4607;4493;59
5089;4761;4761;1707;1622
5090;2965;2965;3452;1166
5091;3518;3518;179;1653
5092;4599;4599;4359;1440
5093;4042;4042;2935;282
5094;7872;7872;4441;1466
5095;5764;5764;3995;2282
5096;5246;5246;1484;475
5097;2223;2223;1394;2957
5098;4868;4868;1459;2082
5099;4945;4945;3640;58
5100;5953;5953;1421;1478
5101;4876;4876;1918;1738
5102;6038;6038;1682;15
5103;3913;3913;1478;1194
5104;4150;4150;430;2987
5105;4825;4825;320;1808
5106;5265;5265;1936;2342
5107;5537;5537;2991;2472
5108;5200;5200;217;576
5109;5763;5763;2767;1215
5110;4606;4606;4356;561
5111;4144;4144;531;2519
5112;5034;5034;736;2681
5113;4402;4402;4096;1524
5114;5666;5666;3545;2628
5115;9340;9340;1240;919
5116;5451;5451;3240;133
5117;4737;4737;338;2709
5118;4319;4319;44;1966
5119;5056;5056;4603;277
5120;5797;5797;1760;1990
5121;5285;5285;4892;1584
5122;3036;3036;3267;1986
5123;3910;3910;3521;2022
5124;4713;4713;3296;786
5125;5071;5071;4623;1884
5126;4224;4224;2522;2647
5127;5301;5301;2299;2964
5128;3050;3050;3516;1166
5129;6261;6261;1684;2885
5130;5337;5337;2384;2010
5131;6466;6466;1777;2852
5132;5596;5596;2871;2790
5133;4359;4359;4924;1579
5134;7683;7683;4004;2728
5135;5765;5765;4403;1125
5136;5175;5175;254;1949
5137;6725;6725;1232;1818
5138;4405;4405;1924;1614
5139;4758;4758;3182;892
5140;4765;4765;1054;199
5141;4886;4886;3302;755
5142;4802;4802;4331;1759
5143;5179;5179;1726;1844
5144;1797;1797;2352;1060
5145;4752;4752;2920;1648
5146;4656;4656;4444;1972
5147;4617;4617;263;2917
5148;NULL;NULL;4391;655
5149;2610;2610;3200;547
5150;3866;3866;755;2148
5151;4763;4763;1146;767
5152;3844;3844;1350;990
5153;5080;5080;1856;1805
5154;3783;3783;1880;1068
5155;3228;3228;1530;2894
5156;4470;4470;3652;2753
5157;2600;2600;3161;994
5158;4780;4780;3183;407
5159;6611;6611;807;1103
5160;5685;5685;2799;2162
5161;5865;5865;4638;2379
5162;2622;2622;4475;1305
5163;6196;6196;3533;692
5164;4714;4714;382;2205
5165;4568;4568;2579;709
5166;5138;5138;2660;2730
5167;4539;4539;812;1102
5168;6302;6302;92;1797
5169;5021;5021;4143;1502
5170;3641;3641;986;1970
5171;4789;4789;2007;1315
5172;4637;4637;3414;1094
5173;1577;1577;1863;1074
5174;5628;5628;3549;78
5175;6310;6310;3459;1235
5176;4859;4859;560;2826
5177;3971;3971;1541;141
5178;5896;5896;1169;961
5179;3757;3757;375;2139
5180;5374;5374;179;NULL
5181;4956;4956;2259;2912
5182;4659;4659;2909;2730
5183;4680;4680;315;2308
5184;5234;5234;928;619
5185;5308;5308;1238;736
5186;4017;4017;427;1243
5187;4951;4951;1015;1862
5188;5932;5932;3044;984
5189;4541;4541;2473;510
5190;3942;3942;750;2834
5191;3719;3719;2093;1373
5192;4867;4867;3050;955
5193;4957;4957;1116;1410
5194;3457;3457;383;511
5195;NULL;NULL;1417;1730
5196;2842;2842;3827;820
5197;6420;6420;797;2451
5198;3873;3873;1343;1067
5199;4132;4132;4774;2639
5200;6085;6085;260;351
5201;5902;5902;3632;1918
5202;4341;4341;171;870
5203;4862;4862;248;1120
5204;4913;4913;2214;2154
5205;3861;3861;3749;1578
5206;4178;4178;2732;833
5207;5892;5892;4488;2673
5208;4123;4123;3308;2916
5209;6752;6752;3422;1727
5210;5292;5292;969;2833
5211;3932;3932;2111;68
5212;4582;4582;1992;2611
5213;4661;4661;2808;32
5214;4842;4842;628;1269
5215;5433;5433;539;1192
5216;5002;5002;1728;2432
5217;4072;4072;4159;70
5218;4148;4148;2605;686
5219;3888;3888;4145;2956
5220;4731;4731;2152;962
5221;4526;4526;1645;1848
5222;4843;4843;2768;1745
5223;4407;4407;2619;591
5224;6334;6334;3392;1963
5225;4865;4865;3893;128
5226;4827;4827;3958;1015
5227;4447;4447;2297;2906
5228;4302;4302;1479;583
5229;2760;2760;2131;2344
5230;5084;5084;4632;2258
5231;4915;4915;4764;1785
5232;4203;4203;197;1759
5233;4946;4946;1395;502
5234;5895;5895;115;610
5235;4927;4927;1547;221
5236;3369;3369;2087;2041
5237;6427;6427;2661;1610
5238;5826;5826;3102;154
5239;5898;5898;2180;2042
5240;5361;5361;3506;2904
5241;3885;3885;939;1570
5242;7086;7086;2708;1946
5243;1447;1447;4623;2258
5244;2045;2045;1504;677
5245;8125;8125;3640;2766
5246;4672;4672;101;1763
5247;5087;5087;242;922
5248;6184;6184;488;141
5249;6088;6088;4844;2319
5250;4503;4503;4689;2299
5251;5040;5040;4668;750
5252;7001;7001;3193;1764
5253;5070;5070;2199;1111
5254;2950;2950;2622;1677
5255;5381;5381;3615;1503
5256;4920;4920;863;172
5257;5776;5776;2552;279
5258;5168;5168;1856;2158
5259;5934;5934;NULL;2026
5260;4696;4696;3321;562
5261;4745;4745;4792;927
5262;5304;5304;434;2089
5263;3136;3136;3008;572
5264;7267;7267;1176;2469
5265;3580;3580;3790;1048
5266;NULL;NULL;1205;1309
5267;3633;3633;1913;2108
5268;5169;5169;596;2423
5269;3895;3895;2692;1048
5270;7262;7262;4081;2151
5271;4229;4229;3452;822
5272;3273;3273;4068;2917
5273;2348;2348;1057;1645
5274;3049;3049;425;51
5275;5325;5325;638;2392
5276;3386;3386;1212;2902
5277;4993;4993;3938;2487
5278;6251;6251;3146;2914
5279;5300;5300;1115;2197
5280;3753;3753;4753;1365
5281;5715;5715;3792;92
5282;4614;4614;3715;2765
5283;4724;4724;1809;1265
5284;4280;4280;1636;45
5285;7601;7601;2443;1507
5286;5806;5806;4964;20
5287;6791;6791;1571;647
5288;4472;4472;2999;1826
5289;5153;5153;3774;2107
5290;6021;6021;1500;48
5291;4841;4841;684;1761
5292;3419;3419;4536;2453
5293;4902;4902;804;1128
5294;4964;4964;4781;1479
5295;5036;5036;2388;1977
5296;5085;5085;3072;2482
5297;7283;7283;2932;1374
5298;5102;5102;1532;2789
5299;1718;1718;832;2630
5300;5999;5999;298;1456
5301;6031;6031;1726;2655
5302;5075;5075;4505;1500
5303;4914;4914;2550;2093
5304;4712;4712;1407;167
5305;293;293;1391;1477
5306;2657;2657;620;834
5307;6360;6360;3611;119
5308;8887;8887;2767;1059
5309;5614;5614;1560;2285
5310;3534;3534;1409;1602
5311;5979;5979;4678;685
5312;5659;5659;2717;366
5313;1525;1525;1437;2961
5314;4340;4340;2103;661
5315;4788;4788;4529;470
5316;5514;5514;1076;1162
5317;3901;3901;3626;824
5318;7453;7453;1371;526
5319;4895;4895;3733;962
5320;7185;7185;3827;1028
5321;4058;4058;4635;662
5322;8470;8470;3915;282
5323;4882;4882;1823;315
5324;3908;3908;1192;999
5325;4361;4361;3397;389
5326;4905;4905;3917;1370
5327;5751;5751;3264;1788
5328;2910;2910;1276;165
5329;3743;3743;3037;1075
5330;5502;5502;2566;2911
5331;5858;5858;3280;1528
5332;8456;8456;2406;2699
5333;7373;7373;2314;283
5334;4126;4126;817;740
5335;4853;4853;3027;1710
5336;4858;4858;4288;1592
5337;4174;4174;1165;671
5338;NULL;NULL;401;NULL
5339;5958;5958;245;1097
5340;4168;4168;1822;1569
5341;4688;4688;1353;673
5342;4991;4991;3804;2902
5343;4906;4906;1438;2588
5344;4445;4445;2364;2542
5345;5594;5594;1822;505
5346;6132;6132;2967;2363
5347;6459;6459;3098;1395
5348;6093;6093;3702;2492
5349;5407;5407;252;467
5350;4555;4555;1312;1008
5351;3430;3430;4447;814
5352;7795;7795;1561;1657
5353;5412;5412;2799;847
5354;4750;4750;2005;1827
5355;5760;5760;663;1602
5356;4363;4363;2812;794
5357;5143;5143;2682;2373
5358;6272;6272;1357;1185
5359;3502;3502;3011;1094
5360;5117;5117;2474;2778
5361;4494;4494;2357;106
5362;7037;7037;2334;2046
5363;3655;3655;4731;2954
5364;5048;5048;NULL;2985
5365;4287;4287;3995;2374
5366;3863;3863;3130;73
5367;4531;4531;2272;987
5368;4579;4579;403;82
5369;4571;4571;620;2221
5370;6624;6624;4077;1951
5371;5309;5309;241;1878
5372;3814;3814;4912;490
5373;2952;2952;3224;2728
5374;4512;4512;1125;1958
5375;3830;3830;1911;289
5376;4502;4502;2473;1126
5377;8445;8445;830;1074
5378;4041;4041;2476;741
5379;4717;4717;4459;2811
5380;4542;4542;4371;1637
5381;5787;5787;429;1995
5382;5734;5734;819;1879
5383;2748;2748;4563;1321
5384;6521;6521;1024;2157
5385;6678;6678;NULL;261
5386;3998;3998;1725;1254
5387;2997;2997;3120;680
5388;6167;6167;1719;NULL
5389;6840;6840;4607;871
5390;5209;5209;308;1682
5391;4808;4808;153;2946
5392;5228;5228;214;2338
5393;4822;4822;1606;407
5394;3587;3587;4808;2578
5395;5096;5096;2391;1319
5396;3242;3242;2771;1462
5397;4918;4918;4466;1627
5398;6139;6139;4020;2948
5399;3362;3362;4074;2604
5400;6297;6297;2444;167
5401;4449;4449;4235;431
5402;5688;5688;4550;1375
5403;4111;4111;2564;1313
5404;3961;3961;2478;270
5405;6757;6757;4625;1517
5406;8727;8727;11;2131
5407;9206;9206;1400;323
5408;5571;5571;1223;1930
5409;7187;7187;435;1889
5410;3432;3432;888;1538
5411;4062;4062;4533;475
5412;7553;7553;4834;2721
5413;6514;6514;336;1631
5414;8003;8003;3223;1374
5415;4565;4565;1987;2457
5416;5345;5345;2581;783
5417;6254;6254;1655;1228
5418;5073;5073;2795;724
5419;3790;3790;1309;796
5420;4811;4811;3005;2724
5421;1923;1923;874;1120
5422;6774;6774;NULL;2394
5423;6789;6789;1410;116
5424;4050;4050;2666;1400
5425;5415;5415;94;2275
5426;4188;4188;467;2613
5427;4225;4225;3863;1470
5428;4949;4949;3635;913
5429;5915;5915;103;1409
5430;3146;3146;832;496
5431;5411;5411;3355;1662
5432;5033;5033;2445;1179
5433;3463;3463;3454;1470
5434;4061;4061;1756;573
5435;1287;1287;31;2379
5436;3759;3759;223;261
5437;4940;4940;4821;682
5438;4585;4585;2866;1608
5439;6434;6434;3342;2805
5440;6916;6916;4938;26
5441;5043;5043;1013;2938
5442;4134;4134;324;2325
5443;6799;6799;1897;1791
5444;5825;5825;1283;2334
5445;5372;5372;3719;1207
5446;3245;3245;776;225
5447;5705;5705;319;706
5448;3952;3952;4879;2033
5449;NULL;NULL;3383;120
5450;6205;6205;2821;535
5451;4412;4412;4810;233
5452;5708;5708;1116;902
5453;4773;4773;1671;2151
5454;6904;6904;2710;2881
5455;3963;3963;1068;2047
5456;6221;6221;1570;1038
5457;3945;3945;2824;1259
5458;5393;5393;1884;2913
5459;3640;3640;2469;996
5460;6969;6969;2010;1904
5461;4233;4233;762;661
5462;2290;2290;1376;2411
5463;6100;6100;1297;520
5464;5824;5824;390;1393
5465;3006;3006;2081;2877
5466;5232;5232;3443;2296
5467;5178;5178;1078;1250
5468;6009;6009;3077;1058
5469;4473;4473;304;1996
5470;2342;2342;2999;2195
5471;5297;5297;2166;101
5472;5369;5369;4716;2621
5473;7955;7955;3314;920
5474;1075;1075;2857;770
5475;5830;5830;296;2786
5476;8190;8190;2681;1796
5477;6844;6844;3978;602
5478;5156;5156;127;783
5479;3894;3894;3947;193
5480;5385;5385;4318;2049
5481;4338;4338;147;1906
5482;3700;3700;3984;2437
5483;5147;5147;251;NULL
5484;5743;5743;2282;792
5485;3756;3756;1023;873
5486;5353;5353;2238;262
5487;3263;3263;774;759
5488;5453;5453;744;2028
5489;5901;5901;688;1590
5490;5279;5279;3462;1526
5491;6745;6745;2400;1340
5492;5438;5438;2937;2003
5493;5758;5758;396;770
5494;3416;3416;1331;611
5495;6893;6893;4176;900
5496;5004;5004;4637;2366
5497;6018;6018;4027;527
5498;1583;1583;1506;1804
5499;7097;7097;4203;398
5500;5950;5950;275;2457
5501;5047;5047;4698;1911
5502;7449;7449;2242;1976
5503;5562;5562;4574;2649
5504;6229;6229;383;NULL
5505;5359;5359;655;37
5506;4629;4629;94;926
5507;NULL;NULL;2803;434
5508;4408;4408;3814;612
5509;5029;5029;2413;2983
5510;5864;5864;3388;1381
5511;3554;3554;2592;95
5512;5531;5531;2697;251
5513;5259;5259;2937;436
5514;4419;4419;3151;475
5515;6308;6308;1863;2719
5516;4967;4967;1778;1947
5517;6353;6353;1124;2999
5518;5559;5559;4015;1224
5519;4053;4053;4368;1618
5520;4883;4883;4844;2648
5521;3377;3377;2669;1131
5522;4400;4400;334;2117
5523;5203;5203;2389;268
5524;5951;5951;1842;2661
5525;1433;1433;599;2532
5526;3497;3497;4230;655
5527;4699;4699;4320;192
5528;4625;4625;1982;2331
5529;5083;5083;3682;2010
5530;5032;5032;659;20
5531;3839;3839;3654;1404
5532;3461;3461;2471;2259
5533;6373;6373;925;2993
5534;5205;5205;3671;204
5535;5693;5693;4620;1326
5536;4488;4488;2905;1283
5537;5778;5778;4410;73
5538;2948;2948;4869;NULL
5539;5019;5019;1627;2257
5540;5135;5135;928;2400
5541;6478;6478;4435;2867
5542;8172;8172;1960;438
5543;5124;5124;3331;2650
5544;4283;4283;2300;777
5545;4686;4686;869;646
5546;5256;5256;4703;1495
5547;5484;5484;5000;1275
5548;5341;5341;2245;904
5549;5303;5303;4469;1528
5550;5633;5633;2397;1051
5551;4944;4944;3513;1665
5552;5684;5684;11;901
5553;6010;6010;2139;1142
5554;3668;3668;4360;1909
5555;5098;5098;2607;2156
5556;6061;6061;4364;2267
5557;4950;4950;4854;340
5558;7825;7825;2732;NULL
5559;5198;5198;4784;1642
5560;4392;4392;1425;2315
5561;5326;5326;774;117
5562;5227;5227;821;2382
5563;5495;5495;132;733
5564;3051;3051;1753;1103
5565;6286;6286;4734;1603
5566;3158;3158;121;2962
5567;6041;6041;1772;2978
5568;4047;4047;4267;836
5569;4197;4197;3532;259
5570;3940;3940;3958;232
5571;5775;5775;2368;2150
5572;3033;3033;1256;1436
5573;7089;7089;2388;1873
5574;4376;4376;NULL;741
5575;4890;4890;3439;1825
5576;3678;3678;NULL;1752
5577;2400;2400;408;2210
5578;5982;5982;708;1481
5579;4673;4673;2003;1340
5580;6030;6030;88;2622
5581;6578;6578;973;1166
5582;2488;2488;897;1256
5583;5925;5925;4230;2751
5584;4230;4230;2074;1664
5585;3274;3274;2514;1280
5586;4653;4653;1284;345
5587;6111;6111;2147;2119
5588;5656;5656;3642;262
5589;960;960;332;349
5590;2937;2937;1565;837
5591;5207;5207;1064;937
5592;4860;4860;256;986
5593;NULL;NULL;3052;2641
5594;4326;4326;1678;758
5595;5398;5398;84;2140
5596;4708;4708;201;17
5597;5853;5853;153;2133
5598;2733;2733;3614;2335
5599;4728;4728;1828;1046
5600;6868;6868;1578;815
5601;5336;5336;2567;669
5602;3594;3594;748;658
5603;6000;6000;2931;1016
5604;4481;4481;733;672
5605;5791;5791;3714;2378
5606;2262;2262;510;2616
5607;6462;6462;29;2792
5608;4453;4453;2257;160
5609;5189;5189;2624;2317
5610;5183;5183;3700;157
5611;NULL;NULL;3951;2947
5612;5193;5193;1899;786
5613;3177;3177;2361;2000
5614;4719;4719;4765;2021
5615;7105;7105;NULL;1149
5616;4373;4373;1758;1861
5617;2442;2442;3887;2631
5618;5447;5447;2196;2069
5619;5859;5859;3701;2824
5620;4807;4807;3307;1258
5621;6722;6722;3848;842
5622;8511;8511;4607;2715
5623;NULL;NULL;1091;487
5624;4484;4484;4790;2423
5625;5026;5026;206;2295
5626;6007;6007;3203;1163
5627;5185;5185;3275;1795
5628;4669;4669;906;1115
5629;5887;5887;689;1602
5630;4829;4829;1172;1808
5631;6688;6688;2186;2619
5632;4520;4520;3285;2875
5633;5377;5377;1794;434
5634;4899;4899;3880;524
5635;3833;3833;425;1952
5636;3373;3373;2522;507
5637;2693;2693;225;240
5638;5607;5607;2967;2079
5639;3616;3616;3497;2287
5640;2784;2784;3361;1664
5641;4085;4085;2003;553
5642;6657;6657;1255;1959
5643;8850;8850;4891;945
5644;4450;4450;1018;192
5645;5404;5404;1632;890
5646;4834;4834;2615;151
5647;5112;5112;4166;1986
5648;4801;4801;2896;620
5649;2432;2432;3287;2609
5650;5052;5052;4921;278
5651;5392;5392;1197;386
5652;4982;4982;3006;63
5653;5448;5448;1453;2512
5654;6896;6896;306;2788
5655;5159;5159;2981;2974
5656;5521;5521;1971;955
5657;5339;5339;1475;171
5658;4071;4071;958;1594
5659;7102;7102;2724;1377
5660;7422;7422;2530;1214
5661;5425;5425;438;821
5662;6503;6503;4605;1677
5663;5478;5478;4340;1558
5664;4850;4850;1084;509
5665;7041;7041;437;538
5666;4272;4272;414;72
5667;3864;3864;2156;351
5668;5028;5028;3019;1475
5669;5676;5676;1935;68
5670;3914;3914;2243;642
5671;5833;5833;1533;1621
5672;4828;4828;920;552
5673;6265;6265;3699;2783
5674;5851;5851;340;1159
5675;3857;3857;1304;705
5676;5522;5522;2592;1883
5677;6266;6266;4717;1769
5678;7605;7605;73;294
5679;9507;9507;3157;1532
5680;3890;3890;2592;2144
5681;6109;6109;4037;2178
5682;9831;9831;379;1174
5683;NULL;NULL;2619;1506
5684;5368;5368;769;1323
5685;4999;4999;4975;1422
5686;2653;2653;4181;2556
5687;5039;5039;1832;362
5688;4875;4875;1487;646
5689;5551;5551;899;551
5690;4496;4496;3454;997
5691;5316;5316;1046;336
5692;6248;6248;4267;1647
5693;4676;4676;242;702
5694;4953;4953;966;1072
5695;3775;3775;2922;843
5696;5238;5238;2398;1877
5697;5342;5342;1915;400
5698;7627;7627;3806;436
5699;5343;5343;580;2654
