pod_id;pod_po_id;pod_it_id;pod_qtity;pod_remainingqtity
4944;5519;5519;4418;505
4945;5139;5139;176;1466
4946;6954;6954;4434;2209
4947;3093;3093;507;52
4948;6512;6512;3414;1453
4949;7419;7419;4386;275
4950;4958;4958;955;1786
4951;4701;4701;3364;2366
4952;3186;3186;4603;1965
4953;4942;4942;1349;2054
4954;5151;5151;2262;685
4955;5930;5930;3214;2052
4956;7194;7194;3784;1782
4957;6737;6737;886;2468
4958;4987;4987;1749;971
4959;5544;5544;3116;456
4960;4657;4657;1154;1611
4961;5445;5445;4398;1530
4962;5344;5344;4022;722
4963;4791;4791;1714;2075
4964;4146;4146;NULL;NULL
4965;4387;4387;1140;1605
4966;4094;4094;1275;1745
4967;4404;4404;4251;1844
4968;6129;6129;1012;1661
4969;3982;3982;49;1311
4970;4371;4371;4534;1827
4971;6275;6275;4037;681
4972;3964;3964;4147;524
4973;3418;3418;4259;1543
4974;3902;3902;2563;871
4975;4410;4410;1353;NULL
4976;5784;5784;2996;1969
4977;3918;3918;3315;2242
4978;3897;3897;2829;173
4979;4275;4275;2500;705
4980;2805;2805;3563;688
4981;4243;4243;2523;2325
4982;5724;5724;1069;1597
4983;3558;3558;3900;925
4984;6103;6103;1846;2307
4985;4710;4710;2346;2284
4986;4567;4567;2761;1964
4987;3778;3778;2606;270
4988;4615;4615;4505;2050
4989;5624;5624;3563;1317
4990;5671;5671;3037;2001
4991;7572;7572;3633;2123
4992;1842;1842;4279;293
4993;5602;5602;2263;1853
4994;3512;3512;1202;1160
4995;4044;4044;701;827
4996;3229;3229;3139;521
4997;4096;4096;2586;697
4998;5410;5410;824;969
4999;5386;5386;3765;1511
5000;6793;6793;3143;1038
5001;5687;5687;926;1261
5002;4010;4010;3422;2123
5003;5181;5181;457;547
5004;6924;6924;3881;1241
5005;2000;2000;348;2126
5006;3530;3530;1808;2094
5007;4254;4254;4105;1262
5008;4612;4612;2040;822
5009;2345;2345;4997;1094
5010;4127;4127;4266;84
5011;3865;3865;4899;944
5012;4217;4217;954;1879
5013;4569;4569;3387;1077
5014;6708;6708;3186;1779
5015;750;750;593;1147
5016;4139;4139;84;1359
5017;5740;5740;497;685
5018;2514;2514;2176;1724
5019;5608;5608;4368;938
5020;4603;4603;3380;111
5021;4454;4454;3669;1334
5022;4703;4703;4746;2195
5023;2981;2981;2449;527
5024;2992;2992;2012;2161
5025;4759;4759;901;1688
5026;4309;4309;4758;1534
5027;4887;4887;1883;1329
5028;3648;3648;3056;1864
5029;5927;5927;1862;716
5030;4317;4317;3214;349
5031;3696;3696;409;1272
5032;5269;5269;2490;1273
5033;5403;5403;4064;1162
5034;4785;4785;4358;2167
5035;4685;4685;2637;NULL
5036;4504;4504;4101;1928
5037;5762;5762;612;201
5038;3191;3191;19;1050
5039;5025;5025;1497;2185
5040;3385;3385;538;180
5041;4396;4396;3656;190
5042;5565;5565;566;701
5043;4543;4543;4509;1949
5044;2560;2560;4297;956
5045;4743;4743;3138;1232
5046;4116;4116;2678;1057
5047;4662;4662;892;244
5048;4432;4432;4078;1716
5049;4647;4647;608;73
5050;3853;3853;617;13
5051;3819;3819;2642;1969
5052;6586;6586;410;2336
5053;2702;2702;1456;1474
5054;2389;2389;385;30
5055;4778;4778;4474;1400
5056;5206;5206;1180;2205
5057;3650;3650;972;1566
5058;NULL;NULL;3446;1596
5059;3257;3257;2980;887
5060;7745;7745;591;2054
5061;6939;6939;4925;592
5062;4885;4885;1048;765
5063;5658;5658;177;1899
5064;3652;3652;1783;105
5065;3524;3524;3857;744
5066;3321;3321;2408;1313
5067;4809;4809;1890;2172
5068;3607;3607;4029;717
5069;4086;4086;548;1410
5070;4388;4388;1492;2352
5071;4143;4143;4473;945
5072;4051;4051;478;308
5073;5311;5311;678;1001
5074;5155;5155;3830;1543
5075;4474;4474;4725;748
5076;5280;5280;3102;1911
5077;3795;3795;237;1886
5078;3958;3958;3153;1239
5079;5260;5260;3875;1795
5080;6545;6545;3223;1103
5081;5104;5104;3865;1444
5082;3357;3357;2806;2318
5083;4588;4588;2448;1255
5084;5921;5921;1245;1851
5085;4925;4925;571;1247
5086;5286;5286;5000;514
5087;4239;4239;1034;2299
5088;4607;4607;3679;1242
5089;4761;4761;4884;2262
5090;2965;2965;1457;2463
5091;3518;3518;3129;361
5092;4599;4599;2166;1106
5093;4042;4042;2039;163
5094;7872;7872;906;130
5095;5764;5764;613;2089
5096;5246;5246;2607;1925
5097;2223;2223;388;1303
5098;4868;4868;2725;1843
5099;4945;4945;439;212
5100;5953;5953;729;2419
5101;4876;4876;787;1386
5102;6038;6038;1863;2027
5103;3913;3913;3529;306
5104;4150;4150;4116;222
5105;4825;4825;1144;1568
5106;5265;5265;2163;1660
5107;5537;5537;4732;1335
5108;5200;5200;2626;2431
5109;5763;5763;661;1783
5110;4606;4606;1371;1990
5111;4144;4144;943;319
5112;5034;5034;2820;327
5113;4402;4402;4571;2301
5114;5666;5666;4757;2285
5115;9340;9340;1726;610
5116;5451;5451;2118;774
5117;4737;4737;3601;2010
5118;4319;4319;3933;47
5119;5056;5056;1211;1358
5120;5797;5797;3857;229
5121;5285;5285;1374;1515
5122;3036;3036;3212;929
5123;3910;3910;4145;955
5124;4713;4713;4092;NULL
5125;5071;5071;3364;1448
5126;4224;4224;2306;1991
5127;5301;5301;3439;2340
5128;3050;3050;4772;145
5129;6261;6261;3217;870
5130;5337;5337;2117;1955
5131;6466;6466;2714;1323
5132;5596;5596;2512;607
5133;4359;4359;2713;42
5134;7683;7683;3145;1027
5135;5765;5765;2435;1876
5136;5175;5175;2001;2217
5137;6725;6725;4278;1917
5138;4405;4405;3332;2012
5139;4758;4758;100;1032
5140;4765;4765;3409;283
5141;4886;4886;267;2088
5142;4802;4802;3408;1679
5143;5179;5179;3018;2369
5144;1797;1797;3513;1960
5145;4752;4752;513;272
5146;4656;4656;308;2144
5147;4617;4617;2595;34
5148;NULL;NULL;2283;1305
5149;2610;2610;4181;379
5150;3866;3866;3495;2021
5151;4763;4763;4006;1315
5152;3844;3844;1456;2415
5153;5080;5080;1513;1255
5154;3783;3783;1583;484
5155;3228;3228;4356;2483
5156;4470;4470;2576;904
5157;2600;2600;2719;457
5158;4780;4780;4437;1072
5159;6611;6611;751;1359
5160;5685;5685;3839;732
5161;5865;5865;3724;1728
5162;2622;2622;4961;1515
5163;6196;6196;4410;464
5164;4714;4714;3544;475
5165;4568;4568;3658;459
5166;5138;5138;3431;1382
5167;4539;4539;106;276
5168;6302;6302;1426;1800
5169;5021;5021;2321;425
5170;3641;3641;4725;67
5171;4789;4789;2841;1194
5172;4637;4637;269;1263
5173;1577;1577;3833;978
5174;5628;5628;2803;2265
5175;6310;6310;3590;1771
5176;4859;4859;2967;1051
5177;3971;3971;193;1646
5178;5896;5896;632;1470
5179;3757;3757;3579;683
5180;5374;5374;3055;1805
5181;4956;4956;4711;1957
5182;4659;4659;1156;1035
5183;4680;4680;591;2266
5184;5234;5234;4722;1350
5185;5308;5308;3111;640
5186;4017;4017;1257;1408
5187;4951;4951;999;1852
5188;5932;5932;1130;2059
5189;4541;4541;3790;1045
5190;3942;3942;4860;971
5191;3719;3719;4283;1760
5192;4867;4867;4842;845
5193;4957;4957;2580;652
5194;3457;3457;1261;300
5195;NULL;NULL;4685;1055
5196;2842;2842;307;572
5197;6420;6420;3998;1215
5198;3873;3873;4475;1893
5199;4132;4132;4855;1500
5200;6085;6085;2083;1390
5201;5902;5902;202;1867
5202;4341;4341;1169;734
5203;4862;4862;4962;880
5204;4913;4913;4457;311
5205;3861;3861;654;826
5206;4178;4178;3737;52
5207;5892;5892;2624;1437
5208;4123;4123;3711;1491
5209;6752;6752;2993;1213
5210;5292;5292;1389;1432
5211;3932;3932;2382;1759
5212;4582;4582;2086;1487
5213;4661;4661;857;388
5214;4842;4842;2697;2055
5215;5433;5433;4129;1275
5216;5002;5002;2567;693
5217;4072;4072;4369;1749
5218;4148;4148;4689;1615
5219;3888;3888;432;2336
5220;4731;4731;2400;1551
5221;4526;4526;2432;2030
5222;4843;4843;3976;718
5223;4407;4407;2637;755
5224;6334;6334;2462;1954
5225;4865;4865;441;808
5226;4827;4827;2999;349
5227;4447;4447;2690;610
5228;4302;4302;2571;677
5229;2760;2760;3118;1209
5230;5084;5084;3282;1199
5231;4915;4915;3969;2337
5232;4203;4203;719;2254
5233;4946;4946;778;2471
5234;5895;5895;1496;1793
5235;4927;4927;2853;2438
5236;3369;3369;3541;1222
5237;6427;6427;1195;154
5238;5826;5826;1135;1955
5239;5898;5898;4067;523
5240;5361;5361;4375;588
5241;3885;3885;3634;2472
5242;7086;7086;2288;361
5243;1447;1447;3137;845
5244;2045;2045;2401;2114
5245;8125;8125;2477;1713
5246;4672;4672;2197;273
5247;5087;5087;3984;456
5248;6184;6184;4884;1098
5249;6088;6088;2133;1526
5250;4503;4503;2117;361
5251;5040;5040;938;1324
5252;7001;7001;4309;2100
5253;5070;5070;4042;2058
5254;2950;2950;2454;2449
5255;5381;5381;4651;1860
5256;4920;4920;1226;1148
5257;5776;5776;3533;2480
5258;5168;5168;2499;1426
5259;5934;5934;4015;2004
5260;4696;4696;2655;477
5261;4745;4745;1047;1943
5262;5304;5304;52;760
5263;3136;3136;592;281
5264;7267;7267;4712;14
5265;3580;3580;2420;1595
5266;NULL;NULL;1663;2005
5267;3633;3633;1308;1517
5268;5169;5169;4362;1096
5269;3895;3895;4844;2117
5270;7262;7262;587;52
5271;4229;4229;1372;538
5272;3273;3273;3234;2295
5273;2348;2348;622;1091
5274;3049;3049;1058;1748
5275;5325;5325;3766;1580
5276;3386;3386;143;1669
5277;4993;4993;839;2374
5278;6251;6251;235;1142
5279;5300;5300;4986;240
5280;3753;3753;3245;535
5281;5715;5715;4016;2393
5282;4614;4614;2807;2012
5283;4724;4724;437;1652
5284;4280;4280;1001;848
5285;7601;7601;2343;2376
5286;5806;5806;4660;236
5287;6791;6791;1678;196
5288;4472;4472;3324;21
5289;5153;5153;1845;2433
5290;6021;6021;1626;1289
5291;4841;4841;8;1243
5292;3419;3419;3696;1229
5293;4902;4902;2120;2451
5294;4964;4964;1411;45
5295;5036;5036;3328;1146
5296;5085;5085;3581;1711
5297;7283;7283;1696;79
5298;5102;5102;3426;830
5299;1718;1718;4981;518
5300;5999;5999;813;2209
5301;6031;6031;889;1256
5302;5075;5075;4622;1861
5303;4914;4914;39;1482
5304;4712;4712;1546;1473
5305;293;293;745;2323
5306;2657;2657;2705;1529
5307;6360;6360;3687;1008
5308;8887;8887;2984;309
5309;5614;5614;3688;869
5310;3534;3534;4508;191
5311;5979;5979;387;1275
5312;5659;5659;3297;1338
5313;1525;1525;2514;1185
5314;4340;4340;770;1469
5315;4788;4788;3640;584
5316;5514;5514;3241;2431
5317;3901;3901;4616;1609
5318;7453;7453;4592;1934
5319;4895;4895;2368;139
5320;7185;7185;2760;1359
5321;4058;4058;4986;1809
5322;8470;8470;2984;1496
5323;4882;4882;2517;1163
5324;3908;3908;3218;827
5325;4361;4361;578;1310
5326;4905;4905;2676;1810
5327;5751;5751;1113;2344
5328;2910;2910;4211;1046
5329;3743;3743;2731;602
5330;5502;5502;184;2369
5331;5858;5858;3448;1589
5332;8456;8456;2413;1543
5333;7373;7373;255;623
5334;4126;4126;4172;532
5335;4853;4853;2355;1779
5336;4858;4858;4395;532
5337;4174;4174;2767;529
5338;NULL;NULL;3891;178
5339;5958;5958;256;1025
5340;4168;4168;4639;846
5341;4688;4688;973;1728
5342;4991;4991;3694;2387
5343;4906;4906;4636;1652
5344;4445;4445;2337;2242
5345;5594;5594;1238;14
5346;6132;6132;1712;2406
5347;6459;6459;1182;43
5348;6093;6093;1350;982
5349;5407;5407;2772;1961
5350;4555;4555;86;1215
5351;3430;3430;3966;102
5352;7795;7795;2104;646
5353;5412;5412;1058;690
5354;4750;4750;2220;1659
5355;5760;5760;828;399
5356;4363;4363;2905;2261
5357;5143;5143;2104;697
5358;6272;6272;1821;654
5359;3502;3502;968;163
5360;5117;5117;3069;513
5361;4494;4494;1592;1686
5362;7037;7037;4476;2463
5363;3655;3655;252;2208
5364;5048;5048;NULL;1001
5365;4287;4287;3503;1102
5366;3863;3863;1059;2232
5367;4531;4531;2975;714
5368;4579;4579;3042;653
5369;4571;4571;3343;2190
5370;6624;6624;3415;52
5371;5309;5309;4246;1901
5372;3814;3814;473;1430
5373;2952;2952;724;908
5374;4512;4512;4336;1794
5375;3830;3830;2729;2131
5376;4502;4502;1787;1922
5377;8445;8445;1291;2344
5378;4041;4041;3349;1422
5379;4717;4717;179;813
5380;4542;4542;1980;NULL
5381;5787;5787;3867;1404
5382;5734;5734;1494;1767
5383;2748;2748;4764;1362
5384;6521;6521;1439;1585
5385;6678;6678;2644;1888
5386;3998;3998;1219;2266
5387;2997;2997;1343;943
5388;6167;6167;1355;NULL
5389;6840;6840;3035;852
5390;5209;5209;3343;1464
5391;4808;4808;4451;132
5392;5228;5228;2290;2018
5393;4822;4822;946;2336
5394;3587;3587;2923;2376
5395;5096;5096;2187;15
5396;3242;3242;3047;511
5397;4918;4918;1497;1661
5398;6139;6139;3442;1766
5399;3362;3362;1132;179
5400;6297;6297;1278;651
5401;4449;4449;3264;1139
5402;5688;5688;3671;282
5403;4111;4111;2839;1692
5404;3961;3961;2935;1890
5405;6757;6757;3527;1292
5406;8727;8727;4614;1909
5407;9206;9206;3241;1814
5408;5571;5571;2769;1173
5409;7187;7187;3329;2238
5410;3432;3432;433;1397
5411;4062;4062;4537;2028
5412;7553;7553;4557;978
5413;6514;6514;1925;2418
5414;8003;8003;4842;1776
5415;4565;4565;2101;2342
5416;5345;5345;1574;1259
5417;6254;6254;1828;1247
5418;5073;5073;3037;324
5419;3790;3790;2609;877
5420;4811;4811;2284;320
5421;1923;1923;4717;1235
5422;6774;6774;1619;159
5423;6789;6789;6;1380
5424;4050;4050;5000;1750
5425;5415;5415;3965;520
5426;4188;4188;1955;172
5427;4225;4225;4528;216
5428;4949;4949;2802;2026
5429;5915;5915;2148;1414
5430;3146;3146;4683;397
5431;5411;5411;289;133
5432;5033;5033;2850;365
5433;3463;3463;2216;1743
5434;4061;4061;3902;1693
5435;1287;1287;3716;282
5436;3759;3759;196;530
5437;4940;4940;3656;2213
5438;4585;4585;1829;2377
5439;6434;6434;2912;69
5440;6916;6916;3030;2176
5441;5043;5043;2978;73
5442;4134;4134;3575;1093
5443;6799;6799;3027;1205
5444;5825;5825;2601;1956
5445;5372;5372;3807;1936
5446;3245;3245;4894;1655
5447;5705;5705;365;2101
5448;3952;3952;1104;559
5449;NULL;NULL;822;33
5450;6205;6205;613;1256
5451;4412;4412;1218;1765
5452;5708;5708;3461;1337
5453;4773;4773;832;888
5454;6904;6904;3849;2359
5455;3963;3963;1562;1917
5456;6221;6221;1644;979
5457;3945;3945;3664;1403
5458;5393;5393;2840;2442
5459;3640;3640;3970;1370
5460;6969;6969;1571;1120
5461;4233;4233;86;1692
5462;2290;2290;439;2288
5463;6100;6100;620;2259
5464;5824;5824;3646;1841
5465;3006;3006;143;1264
5466;5232;5232;1687;1663
5467;5178;5178;2341;1735
5468;6009;6009;3023;724
5469;4473;4473;1125;1494
5470;2342;2342;1905;1811
5471;5297;5297;2919;1547
5472;5369;5369;5000;1370
5473;7955;7955;124;254
5474;1075;1075;4579;1202
5475;5830;5830;4306;246
5476;8190;8190;1141;141
5477;6844;6844;3593;1455
5478;5156;5156;2405;1924
5479;3894;3894;1193;2314
5480;5385;5385;NULL;1366
5481;4338;4338;4071;571
5482;3700;3700;1590;2158
5483;5147;5147;3423;1992
5484;5743;5743;1979;157
5485;3756;3756;1535;1132
5486;5353;5353;3465;1297
5487;3263;3263;1829;1977
5488;5453;5453;2017;1884
5489;5901;5901;3367;2276
5490;5279;5279;2340;1803
5491;6745;6745;2071;1628
5492;5438;5438;1532;2271
5493;5758;5758;815;1006
5494;3416;3416;2859;1449
5495;6893;6893;1341;483
5496;5004;5004;2944;285
5497;6018;6018;2538;1334
5498;1583;1583;2955;1864
5499;7097;7097;4381;692
5500;5950;5950;2457;273
5501;5047;5047;2119;2420
5502;7449;7449;2553;1376
5503;5562;5562;2342;1566
5504;6229;6229;4979;722
5505;5359;5359;3918;2210
5506;4629;4629;2694;394
5507;NULL;NULL;1219;1082
5508;4408;4408;3337;2187
5509;5029;5029;1254;2112
5510;5864;5864;4543;1775
5511;3554;3554;420;2025
5512;5531;5531;3052;1979
5513;5259;5259;1258;128
5514;4419;4419;1647;4
5515;6308;6308;4900;549
5516;4967;4967;4981;2035
5517;6353;6353;1663;295
5518;5559;5559;3460;2102
5519;4053;4053;4086;708
5520;4883;4883;181;2468
5521;3377;3377;3315;2186
5522;4400;4400;4670;2352
5523;5203;5203;3974;949
5524;5951;5951;683;2191
5525;1433;1433;4054;183
5526;3497;3497;372;1777
5527;4699;4699;2103;363
5528;4625;4625;2141;1305
5529;5083;5083;3783;718
5530;5032;5032;1635;2462
5531;3839;3839;1768;1308
5532;3461;3461;3187;2091
5533;6373;6373;4212;1232
5534;5205;5205;4948;2041
5535;5693;5693;4074;1446
5536;4488;4488;1517;1695
5537;5778;5778;4249;592
5538;2948;2948;3444;1270
5539;5019;5019;3062;448
5540;5135;5135;3841;737
5541;6478;6478;2245;214
5542;8172;8172;3492;2291
5543;5124;5124;763;2272
5544;4283;4283;3825;501
5545;4686;4686;1919;2278
5546;5256;5256;4020;2149
5547;5484;5484;273;2143
5548;5341;5341;4169;1002
5549;5303;5303;2959;900
5550;5633;5633;1360;949
5551;4944;4944;1280;2491
5552;5684;5684;4078;1733
5553;6010;6010;3869;1156
5554;3668;3668;4200;724
5555;5098;5098;NULL;587
5556;6061;6061;4142;68
5557;4950;4950;2450;427
5558;7825;7825;3580;1876
5559;5198;5198;1658;538
5560;4392;4392;925;433
5561;5326;5326;3545;30
5562;5227;5227;591;2277
5563;5495;5495;4078;1469
5564;3051;3051;4554;2151
5565;6286;6286;4619;466
5566;3158;3158;2775;2435
5567;6041;6041;2234;747
5568;4047;4047;3841;588
5569;4197;4197;NULL;1058
5570;3940;3940;1311;1354
5571;5775;5775;2573;1443
5572;3033;3033;3382;1526
5573;7089;7089;732;1653
5574;4376;4376;3220;2471
5575;4890;4890;398;2253
5576;3678;3678;244;2396
5577;2400;2400;2936;79
5578;5982;5982;4824;447
5579;4673;4673;3907;2413
5580;6030;6030;148;535
5581;6578;6578;3764;2135
5582;2488;2488;34;1862
5583;5925;5925;98;404
5584;4230;4230;2935;2269
5585;3274;3274;4182;2471
5586;4653;4653;2423;2076
5587;6111;6111;354;935
5588;5656;5656;2690;507
5589;960;960;4318;1453
5590;2937;2937;11;1378
5591;5207;5207;805;1267
5592;4860;4860;1624;1217
5593;NULL;NULL;2938;731
5594;4326;4326;2590;15
5595;5398;5398;2519;706
5596;4708;4708;4518;438
5597;5853;5853;3250;821
5598;2733;2733;3168;121
5599;4728;4728;3939;34
5600;6868;6868;1144;2344
5601;5336;5336;1049;1402
5602;3594;3594;4686;1554
5603;6000;6000;178;2445
5604;4481;4481;3963;2047
5605;5791;5791;1595;2007
5606;2262;2262;4578;964
5607;6462;6462;NULL;79
5608;4453;4453;628;1185
5609;5189;5189;3061;972
5610;5183;5183;3680;691
5611;NULL;NULL;3625;2489
5612;5193;5193;1263;2481
5613;3177;3177;4319;1963
5614;4719;4719;3544;3
5615;7105;7105;3431;798
5616;4373;4373;2895;669
5617;2442;2442;890;1872
5618;5447;5447;3447;1701
5619;5859;5859;2656;2180
5620;4807;4807;4897;891
5621;6722;6722;2130;1500
5622;8511;8511;4264;239
5623;NULL;NULL;85;1635
5624;4484;4484;2916;2180
5625;5026;5026;3829;86
5626;6007;6007;505;226
5627;5185;5185;949;794
5628;4669;4669;443;1638
5629;5887;5887;3142;1765
5630;4829;4829;701;1815
5631;6688;6688;881;1574
5632;4520;4520;1995;2459
5633;5377;5377;4769;412
5634;4899;4899;884;68
5635;3833;3833;2762;1634
5636;3373;3373;4100;580
5637;2693;2693;4079;1917
5638;5607;5607;4856;858
5639;3616;3616;1135;262
5640;2784;2784;1340;1507
5641;4085;4085;4605;1996
5642;6657;6657;1795;2250
5643;8850;8850;2294;2036
5644;4450;4450;4010;761
5645;5404;5404;693;1389
5646;4834;4834;3748;1287
5647;5112;5112;1487;1754
5648;4801;4801;3081;728
5649;2432;2432;4508;1717
5650;5052;5052;4696;37
5651;5392;5392;1628;1066
5652;4982;4982;1070;1621
5653;5448;5448;593;441
5654;6896;6896;3271;1644
5655;5159;5159;1808;844
5656;5521;5521;1880;1162
5657;5339;5339;964;2420
5658;4071;4071;1769;264
5659;7102;7102;1349;1960
5660;7422;7422;3458;1781
5661;5425;5425;645;169
5662;6503;6503;4134;941
5663;5478;5478;2486;1921
5664;4850;4850;2360;1658
5665;7041;7041;2799;1617
5666;4272;4272;1629;30
5667;3864;3864;1495;2068
5668;5028;5028;3434;1894
5669;5676;5676;781;869
5670;3914;3914;4332;218
5671;5833;5833;3816;1253
5672;4828;4828;1034;1014
5673;6265;6265;NULL;1438
5674;5851;5851;2312;673
5675;3857;3857;1316;1395
5676;5522;5522;292;1750
5677;6266;6266;335;704
5678;7605;7605;1970;873
5679;9507;9507;1075;790
5680;3890;3890;2223;1299
5681;6109;6109;80;972
5682;9831;9831;4019;66
5683;NULL;NULL;2869;2422
5684;5368;5368;936;1727
5685;4999;4999;3446;749
5686;2653;2653;4073;2454
5687;5039;5039;4811;2017
5688;4875;4875;1402;1269
5689;5551;5551;1497;1725
5690;4496;4496;4077;471
5691;5316;5316;881;660
5692;6248;6248;3135;1652
5693;4676;4676;2309;1398
5694;4953;4953;3507;981
5695;3775;3775;2677;1337
5696;5238;5238;694;1055
5697;5342;5342;470;329
5698;7627;7627;4309;377
5699;5343;5343;4935;1645
5700;6053;6053;1210;1359
5701;2856;2856;4064;1719
5702;5226;5226;2253;2360
5703;4159;4159;3053;2359
5704;6680;6680;2299;1498
5705;4732;4732;175;1284
5706;5983;5983;879;52
5707;6015;6015;594;182
5708;5118;5118;3759;2268
5709;6017;6017;4277;248
5710;5177;5177;2979;1594
5711;3805;3805;1472;458
5712;6542;6542;4911;1546
5713;5290;5290;4889;1974
5714;4478;4478;4547;660
5715;6287;6287;1269;808
5716;3323;3323;4440;102
5717;6670;6670;2777;1020
5718;5164;5164;3197;193
5719;5547;5547;4041;909
5720;5770;5770;3287;1664
5721;5960;5960;2989;513
5722;6603;6603;227;799
5723;6570;6570;4998;169
5724;4715;4715;4358;397
5725;5413;5413;4901;2058
5726;6539;6539;1196;2101
5727;4774;4774;1507;2116
5728;5281;5281;2528;456
5729;6473;6473;4635;1836
5730;5546;5546;622;340
5731;5492;5492;4822;1420
5732;6935;6935;1027;326
5733;4845;4845;2035;1729
5734;7966;7966;4866;1932
5735;3738;3738;3159;2080
5736;9862;9862;2828;1113
5737;5972;5972;966;208
5738;5129;5129;570;923
5739;4797;4797;760;443
5740;5213;5213;2566;696
5741;6803;6803;3478;2271
5742;6720;6720;1052;2249
5743;3983;3983;2125;1021
5744;7103;7103;3518;130
5745;6087;6087;2604;13
5746;4181;4181;970;1614
5747;5323;5323;3246;2179
5748;5530;5530;2763;737
5749;6112;6112;2237;173
5750;5262;5262;3238;1234
5751;5171;5171;2918;34
5752;5042;5042;2273;136
5753;5561;5561;268;1969
5754;5140;5140;1647;2481
5755;6619;6619;3222;845
5756;6202;6202;3837;920
5757;4908;4908;2255;2191
5758;4755;4755;3695;1961
5759;5352;5352;2398;1941
5760;4806;4806;3979;1684
5761;4370;4370;4373;436
5762;4441;4441;3066;2226
5763;3812;3812;4125;432
5764;3810;3810;3655;2408
5765;7695;7695;3158;174
5766;2344;2344;445;131
5767;5723;5723;2876;2318
5768;NULL;NULL;23;42
5769;4306;4306;1387;1081
5770;4443;4443;3441;2196
5771;4346;4346;3474;2395
5772;4690;4690;2206;97
5773;2503;2503;2437;2251
5774;7461;7461;1474;212
5775;4854;4854;4810;1894
5776;4518;4518;1937;764
5777;3068;3068;3102;2278
5778;6195;6195;1480;38
5779;6280;6280;1753;384
5780;6073;6073;3930;443
5781;5948;5948;2951;2423
5782;6556;6556;3744;1378
5783;3322;3322;290;283
5784;4261;4261;1396;602
5785;2255;2255;2705;306
5786;5625;5625;2548;1283
5787;4034;4034;759;857
5788;6607;6607;387;1749
5789;5093;5093;1644;1087
5790;3606;3606;4323;1160
5791;5506;5506;572;1422
5792;5108;5108;2271;747
5793;4818;4818;3172;1483
5794;5127;5127;1781;1259
5795;4347;4347;3193;259
5796;4112;4112;411;44
5797;5969;5969;1927;1817
5798;5402;5402;3471;1114
5799;5391;5391;359;2457
5800;8435;8435;2159;2383
5801;2604;2604;3095;1797
5802;6932;6932;3223;2136
5803;4618;4618;1376;2157
5804;6758;6758;3797;478
5805;5250;5250;4765;1340
5806;3724;3724;711;2438
5807;5840;5840;4837;386
5808;5603;5603;3794;1757
5809;5035;5035;1838;586
5810;4729;4729;1284;80
5811;4322;4322;734;1143
5812;5875;5875;NULL;2152
5813;6474;6474;775;1577
5814;5417;5417;1941;1497
5815;2913;2913;3468;1762
5816;4872;4872;1028;1559
5817;3375;3375;629;1943
5818;5017;5017;2776;2331
5819;5003;5003;2728;2101
5820;5014;5014;949;1391
5821;5321;5321;610;1775
5822;5013;5013;4686;569
5823;7204;7204;2488;1456
5824;7011;7011;3380;2422
5825;6693;6693;2064;773
5826;5076;5076;2869;1647
5827;5401;5401;1202;1115
5828;5240;5240;4035;991
5829;5283;5283;655;2453
5830;3443;3443;3281;1849
5831;5827;5827;4398;1448
5832;5488;5488;9;1164
5833;8290;8290;4632;82
5834;2852;2852;1120;502
5835;7326;7326;4595;1147
5836;5691;5691;835;286
5837;6956;6956;4729;1721
5838;6387;6387;2368;2305
5839;5550;5550;1494;1763
5840;4196;4196;1632;369
5841;5434;5434;1994;897
5842;6600;6600;2711;1601
5843;4786;4786;1966;1162
5844;7369;7369;3549;1006
5845;4930;4930;359;16
5846;5518;5518;3588;1770
5847;4580;4580;4798;1671
5848;7004;7004;329;2486
5849;6602;6602;4704;1998
5850;6859;6859;753;1201
5851;5055;5055;2564;601
5852;6937;6937;2636;1987
5853;4741;4741;4200;1513
5854;6400;6400;2521;1065
5855;5748;5748;4750;608
5856;2462;2462;2473;1228
5857;6337;6337;607;680
5858;6344;6344;4844;2236
5859;4238;4238;4312;2206
5860;5894;5894;927;2193
5861;5727;5727;3562;1322
5862;3686;3686;1676;1895
5863;6694;6694;4182;1804
5864;4700;4700;512;1238
5865;3340;3340;2441;1133
5866;6525;6525;1275;2479
5867;5794;5794;1103;2070
5868;4211;4211;4655;1075
5869;5079;5079;2347;350
5870;5121;5121;2633;1475
5871;4133;4133;1300;2338
5872;5822;5822;3261;2138
5873;5710;5710;1282;568
5874;6487;6487;1095;1732
5875;4645;4645;3956;494
5876;5253;5253;2899;173
5877;5319;5319;2720;1907
5878;4954;4954;3939;449
5879;4320;4320;3020;2405
5880;5627;5627;3477;1503
5881;5468;5468;3071;2477
5882;5251;5251;872;1129
5883;6333;6333;4331;1494
5884;5998;5998;4903;1251
5885;4001;4001;717;1247
5886;5981;5981;1761;1961
5887;4663;4663;809;2151
5888;4536;4536;2110;1518
5889;4683;4683;1370;2395
5890;6157;6157;2121;2419
5891;6294;6294;228;2107
5892;5769;5769;4886;1986
5893;5456;5456;3056;99
5894;5045;5045;566;2070
5895;6133;6133;3071;1547
5896;3019;3019;317;1502
5897;5174;5174;3530;2297
5898;4552;4552;1453;2425
5899;9138;9138;1108;2373
5900;5472;5472;4084;38
5901;4831;4831;2484;2201
5902;6398;6398;142;596
5903;9173;9173;2983;2136
5904;4971;4971;2070;522
5905;6008;6008;4453;1364
5906;5199;5199;4303;963
