it_id;it_ca_id;it_lo_id;it_serialnumber;it_code;it_barcode;it_expirydate;it_description;it_manufacturer;it_price;it_qtity
4030;2672;2672;51226;IMIOVJWVX3KK6OKLGC79                              ;829310682;29/03/2010 0:50;e quartu imaginator                               ;JDGPQCUEARZPZR53MFSL                              ;1212,457345;3256
4031;4837;4837;29346;92YG0AZ2ZB7Y6TPYFZUT                              ;592584332;15/08/2012 0:50;fecit, in essit.                                  ;B03Q0BWFH8FZYJ36W                                 ;1450,180567;376
4032;4433;4433;22666;IQ35KZSEF9GUJ8KK7U9X                              ;607404875;26/08/2012 2:24;Versus Tam fecundio,                              ;B93LWGFEZNR                                       ;1794,590808;9334
4033;2464;2464;87973;YRCM0VVN1CCF1RBUBGA7                              ;405897823;14/12/2005 10:22;habitatio venit. essit. sed                       ;SV9R7DCZP0YZSJKQ081W                              ;1746,503734;73
4034;4805;4805;91907;J1R3NK5D75LWQJZQIK3X                              ;604093990;23/02/2013 19:58;et eggredior. glavans dolorum                     ;IHBGP3NALC9O5G                                    ;1858,873739;731
4035;4582;4582;64788;DX3EHH9PWEYQ5EPLICBP                              ;846238442;3/06/2012 19:47;trepicandor quartu                                ;P6BQTX6AB4SDVPERL                                 ;1652,966017;6664
4036;1996;1996;27291;U7RJB7C4SW69W54OP63W                              ;282664445;17/01/2014 14:20;et Pro eggredior.                                 ;M9EYBH9OO4OP                                      ;1870,11036;7973
4037;3363;3363;61596;BQM6K59407S7HJPBU59W                              ;510265674;11/03/2006 12:50;si gravis et plorum Tam                           ;N300TXB2SC6ZCXQSK7LNT                             ;533,4729005;5245
4038;3650;3650;49635;4HRG88LXT67TLJG5DQ22                              ;597880424;NULL;nomen quoque nomen et linguens                    ;75QVTG582LLT5AVPK                                 ;1198,064198;232
4039;4768;4768;88733;RPD2FLECU0TZ369UPCWN                              ;239677783;6/02/2013 11:19;novum non estum. homo,                            ;ASTW8YYKJW4X                                      ;1088,906941;6903
4040;3508;3508;11187;60LDW096HF7TLCSDDTN6                              ;943906435;16/02/2015 21:07;Multum Et plorum                                  ;2H3WUAY3VXKAKEJSGWVMRC0P                          ;403,7468342;2679
4041;3426;3426;84313;Z6EUHC7ANE5ESLOSPIL5                              ;179513147;23/06/2006 15:13;pladior novum Sed sed                             ;XRW8W844HIB1E0ELQFU9M                             ;1862,354739;9011
4042;4338;4338;68581;CKM5IUHGCI9HM7T6IEO1                              ;920481234;8/07/2006 14:57;sed Et vantis. quorum parte                       ;KFS308ACPHELXI1                                   ;418,6252423;1582
4043;2537;2537;30425;T11ETR3LOB11EMLSPZHQ                              ;774970577;2/07/2010 4:45;quad estis Longam, linguens                       ;YOG53V8Q1VG1                                      ;306,3248556;1291
4044;4487;4487;83949;BWWX5DVL63W3AJJKQP3D                              ;617694434;14/01/2006 10:01;quis novum non apparens quorum                    ;X6GNA7HGT8VU4TTNS3WJVH5SH                         ;943,7386286;2287
4045;4843;4843;79468;N77G8L8ETF6B2I44HND8                              ;630757480;4/01/2015 15:08;quo eudis non estis                               ;O6114R9CSBXYNAKE4                                 ;1890,175204;3131
4046;4576;4576;97430;I75X4317ZAECXNOPHXRM                              ;409604398;26/08/2005 19:19;rarendum sed non                                  ;KAY2E39SKH5G0O6QJA                                ;424,7918876;3788
4047;3857;3857;32576;COQS70EF81P5W5Z2J4I6                              ;736698535;10/05/2005 5:45;Et si et parte quo                                ;R43LS0IQUGLZHCP76LL                               ;1597,872004;749
4048;4675;4675;79659;U5SZ5UFF0QMLR5JF5W2N                              ;798923774;11/08/2009 21:30;e gravis glavans                                  ;YSC6R7CA9RWRA                                     ;1628,534827;7945
4049;3099;3099;19639;Q8O61IPNYT9G0IIXT26Y                              ;666976206;17/03/2013 4:56;et pars dolorum et                                ;CCHP52VDFB                                        ;901,3013537;9522
4050;4610;4610;34434;8B3K4ZGND7FJE4W4S3CQ                              ;145372747;2/06/2014 23:00;quartu pars vobis habitatio                       ;IN3BG04XIG                                        ;NULL;338
4051;4399;4399;49959;1XD4QM0HCTWORHXLMWI8                              ;203715193;21/11/2005 4:04;gravis quorum sed                                 ;RWULO8G3JT                                        ;1801,317554;4544
4052;2995;2995;70928;KLTXMELT0YT887DQFDDF                              ;665740679;6/01/2005 8:45;quantare volcans                                  ;IZDQGGJWKD079J8                                   ;1479,059594;8531
4053;4868;4868;20617;1DJUNMZJ57UHRHCK747F                              ;647022342;10/04/2008 15:20;novum venit. quad                                 ;SQRTSIDKKV                                        ;221,9714179;7130
4054;4103;4103;31915;BV2GIAJV6I4TUI792YSM                              ;639785397;5/01/2008 16:50;cognitio, eudis                                   ;ENWBS6T53YPJOELWM                                 ;1780,260265;4039
4055;4858;4858;36799;VRZQGP168950GQIGE4CG                              ;427985979;16/01/2010 12:36;fecundio, vantis. et ut dolorum                   ;PK2F9NCRZWZMS                                     ;1718,25722;6671
4056;4771;4771;70813;YOPOXY4A45FSEG33P2KH                              ;505307335;24/07/2007 20:24;linguens gravis                                   ;LW58O181FE50363F6MQSUAH                           ;NULL;7506
4057;3710;3710;71037;Y9ZSDSOSNUF5MW2A1JQX                              ;166302679;18/03/2005 9:57;pladior plurissimum                               ;E8Z06X5H5J                                        ;742,8453242;9139
4058;4632;4632;38030;33P71AEDO1RYYZFPVJ6F                              ;779693781;20/08/2013 14:58;NULL;R9C7LJO5OA                                        ;729,9652047;390
4059;4760;4760;81649;HB0NSJ1SOJTKTV69LBI9                              ;365545867;11/04/2012 12:25;bono bono fecit. si essit.                        ;K5OKPDV0BBF6UF27UH8NVJ                            ;242,3139299;3508
4060;2452;2452;42402;YSN6NWNK6ZKHDLSPK9QD                              ;204907639;1/09/2014 19:32;Multum quorum quorum vantis.                      ;C6TE5854TO6NTCL7SL48MB                            ;1880,338753;480
4061;3703;3703;58135;0IYE549FA7N62IICG5NE                              ;918098084;10/02/2012 2:57;et transit. egreddior sed fecit.                  ;ISJBTNFMC1XBEWYQR56MHOS8                          ;1451,168812;7675
4062;4258;4258;41694;IJ83F9DK12SWTX9PSHSD                              ;51844108;31/10/2009 15:46;et venit. quantare                                ;89F2QBL03AMM                                      ;357,1026634;680
4063;NULL;NULL;90418;WSXAA39D332YDIZPBPUV                              ;409877206;24/10/2006 17:15;gravum in quorum regit, non non                   ;CGD2TMW07BT                                       ;1011,647505;8867
4064;4976;4976;80681;85V99K8MONV02LRBS463                              ;738572756;16/01/2005 18:08;venit. in quad vantis. bono Quad                  ;D2GPKU0AGKEZ                                      ;1974,499254;2190
4065;3706;3706;92056;XYPXFFA0GSXI9NN111I1                              ;501106864;18/06/2011 7:18;vobis gravis glavans quad et                      ;MPBBBLC4UTP8FU5C                                  ;1821,811529;1056
4066;4787;4787;26877;FG7YBW7DJKOROB65CT5X                              ;554418103;1/05/2008 10:19;quis fecundio, Et                                 ;1YM7D85AIGMB                                      ;912,3720345;NULL
4067;3465;3465;79229;7UYISY49Q3O2GHIHZ4I2                              ;502297650;3/12/2010 3:15;eggredior. volcans                                ;R2DH7WKOWQHQJ9QG4Z                                ;1330,558466;8357
4068;2331;2331;28605;X88RLBGWO7C348L9GIX3                              ;764394888;2/01/2015 8:58;trepicandor Sed                                   ;XLJFDD9H51S4                                      ;1952,161892;9410
4069;4972;4972;83371;SG0P7UNOCPNVZAMPR7NN                              ;865051844;10/08/2015 14:40;brevens, cognitio, apparens                       ;SD2NVYN8R6575G                                    ;405,0156057;NULL
4070;2817;2817;66623;1VBZC9X8JLKYJ4R82EHT                              ;171494882;6/09/2014 16:42;imaginator Tam plorum Tam in estum.               ;ZFTDGRDU7M04                                      ;180,6009096;2543
4071;4347;4347;78556;CIP85YYKPBAGQQLOPUKP                              ;25289115;10/04/2010 11:22;nomen sed non brevens, linguens                   ;FEN3LQX573                                        ;1836,349984;17
4072;4959;4959;71253;T32WG5VGPS5T5PCLQ7AZ                              ;921339516;25/02/2009 6:08;glavans novum non nomen funem. quad               ;6CL5FD88WFHQ7FOY                                  ;484,9085996;1143
4073;2167;2167;35186;TAAISD5KCJW3RIFNBPS2                              ;821109493;29/06/2007 16:49;transit. Quad fecit, et                           ;IU0VTPTDI2LEJOSC864                               ;111,760174;2227
4074;4956;4956;29607;0I4MK182ZNAQSZTSDNSQ                              ;606596121;4/05/2013 1:14;habitatio funem. et                               ;7FUER8IXOGOXRIMD2QDMSSW                           ;573,887761;2373
4075;4877;4877;75461;C99QD7WYFIIWJTR5V8CW                              ;78798581;25/03/2014 22:58;travissimantor novum dolorum                      ;NTCQPEZ8JS730M3L7VO2                              ;1044,788083;5630
4076;3858;3858;25695;CWMCZIMUX10C8N9VW6TB                              ;962448142;13/09/2006 19:00;eudis quad linguens vobis Versus                  ;NM02F9HTIDEIIRYVR7A                               ;957,7726633;1812
4077;3810;3810;26283;K4RU961NIEGTE0DMDEPA                              ;517109663;24/09/2006 15:37;plorum plorum esset in quo gravum                 ;FEZBJCGNSEW4UXZ7BO                                ;1650,930866;1817
4078;4312;4312;72053;HGIKA6I9Z2IKCSRUIPCK                              ;820071342;22/02/2009 12:32;eggredior. vantis.                                ;4HF1FSKHV5PGNELY9NPJ2                             ;692,2741722;9738
4079;3342;3342;8030;FNJJTNW9JR4112O99YZJ                              ;457349820;16/06/2007 7:54;si nomen pars regit,                              ;NULL;1537,963289;5393
4080;4697;4697;66137;JCX827LSUOCPV1TY1HJL                              ;570218966;11/03/2006 22:26;si gravum imaginator                              ;U13HAOKSQJ2X                                      ;887,6380366;1357
4081;3567;3567;30012;GAEJBQ2K9RC1TWAMAQFA                              ;185427617;14/05/2011 19:15;quad linguens non                                 ;ZZCJIYVLH2Y8P8YPJL58AME                           ;892,0886781;9530
4082;3725;3725;14005;O3RB50VB8GGXD22JOQGJ                              ;461949447;30/11/2006 10:56;glavans rarendum Longam, non                      ;XHVX3E5DQ8L                                       ;1040,953721;4297
4083;3887;3887;93623;LX0O25IBQQ3BJR7M76P7                              ;146111279;18/07/2007 22:23;quad in non quo eudis glavans                     ;W37K68CY58                                        ;198,6949109;4023
4084;4237;4237;22186;0AW3GT83M0YR926RN2VC                              ;177205930;14/03/2008 20:31;imaginator plurissimum                            ;GL27YWOVDLFM03YI                                  ;892,877202;8183
4085;4623;4623;8433;IPCMUBVWGKRBYLM4KMBA                              ;364778518;8/04/2014 18:49;volcans vobis apparens                            ;XLHGNZSFEL129GSOWFB077G1                          ;814,2933505;6217
4086;2684;2684;99915;4Q4JAO1VJ3TV9HKJGLIC                              ;449577232;23/03/2010 16:05;bono brevens, quo, pladior Versus                 ;7DHH6H8Q90KR4TLARJB                               ;548,1127484;585
4087;3845;3845;35913;5F7GBHJN3GJ1REZ83KMT                              ;582817888;7/05/2009 9:30;quoque novum eudis                                ;S35NX4OMHWQ4F2F                                   ;1733,397752;8712
4088;4296;4296;60204;WGYGO31K40TX2YAX3Y7H                              ;913075994;22/08/2009 9:34;novum si in quo, Tam                              ;AY73SC0F8XRLPQFN                                  ;1228,209149;1845
4089;4929;4929;73360;GN9TI3LBD1VJ48Z9ZMEI                              ;508747725;27/11/2011 21:46;quo, nomen homo, et fecundio, homo,               ;EL47UJ1TL8CAFB2DZZSB7UG                           ;14,33054358;2204
4090;3918;3918;94471;YFQ3OFOB0LFCTGTOM5ZF                              ;260915365;3/08/2010 23:33;et novum plorum quo,                              ;PEZD2XRG2Z1HBEGE5A63N5SM                          ;28,24651358;6034
4091;4536;4536;38011;QYXEYQBN3BSY5H7JPTOW                              ;962913098;19/03/2012 9:50;vobis in Multum                                   ;8PQMCXK40IFKOR                                    ;1116,028415;4060
4092;4741;4741;8739;DGG6BS6LCGE3S8HTPQOD                              ;838954053;30/05/2005 23:22;novum Pro vantis.                                 ;GV7FAK2KJE5WNCF                                   ;923,000812;9158
4093;4157;4157;40912;W9MENYL5XCBI9DIG8NY4                              ;963563048;29/11/2009 0:24;in quorum rarendum                                ;MDOT70TQ2GCAW0UH                                  ;1627,79643;8835
4094;4869;4869;9475;RUDVC9QP03ZJDG6TSNUK                              ;233539895;6/06/2014 15:46;volcans si dolorum non                            ;IMRXDC4557860WRKX                                 ;653,1341479;4855
4095;4947;4947;52832;F43KJUZCG3Q8K5F9JAOV                              ;684259704;8/01/2008 18:09;linguens si quantare quad nomen et                ;60XGF2HCT8RO                                      ;1746,895387;6724
4096;4960;4960;85358;W8CZWXBNFZ4KNBPAATFQ                              ;482103363;NULL;si Id bono quo, et quoque                         ;JOD5QON81KO2TLK2J                                 ;731,8042772;6423
4097;4617;4617;95860;J08ASBRK9D5P0JWQLNWN                              ;261604035;21/08/2012 23:26;Et et funem. Et Sed                               ;QZ7OHM16PG0IVEGP                                  ;1392,099329;5004
4098;2553;2553;93451;14MOXTPY8H841C84P3LK                              ;509261100;13/09/2015 21:42;eudis et nomen nomen dolorum                      ;HNR1W9K5F9EMGW                                    ;1887,855484;8330
4099;3914;3914;67287;6MYUMSTJP5I3OIWMLVI2                              ;699073114;16/06/2010 10:36;e pars regit, esset esset e vobis e               ;9N1PAV7Q3JY78IO9M3V2E                             ;596,8137135;2716
4100;4815;4815;95205;0VXKZ6OMVKB3LUHNUA0W                              ;616790682;29/07/2010 2:43;Et et Et delerium.                                ;JTPMI1DNK8JP8                                     ;1393,952821;9101
4101;4618;4618;76665;JBP0CUBH373IG5Q09MM4                              ;934813894;6/09/2011 4:48;sed estum. vobis                                  ;CREUAWNIX2CMRZSILUVH47                            ;1613,180162;1231
4102;4590;4590;49242;TL702NEYRKH57HK8JNCC                              ;226512708;23/09/2010 16:03;imaginator quo eggredior.                         ;OC6CGYQNI9GXUP1SI40WM9V9E                         ;1938,013311;4774
4103;4849;4849;73988;SC8L5PRNKOERHPPI096X                              ;389694423;7/05/2006 20:46;non cognitio, estum. transit.                     ;1NPTR44RQH3J                                      ;19,77628191;4379
4104;3974;3974;50087;CMLC9O6SPZASS18YFXYM                              ;437982508;1/01/2010 6:50;quis si gravis quoque                             ;J6EUCB1XTK1DC3BDEGWYLX                            ;1417,271094;8207
4105;4121;4121;89815;7W2EQRUQJD5EKFQN8V0L                              ;517573405;10/07/2014 12:13;si volcans et quartu                              ;YOIBT3YJPYXGP7FIYCX83NGF                          ;1792,184844;NULL
4106;4543;4543;18988;UO4ZOOGJLB8A94PIYJXB                              ;359670489;23/02/2009 11:38;gravis gravis non estis quo gravis                ;SDC06LLM3G5UZ8TU0CFFNM5YY                         ;416,392754;7927
4107;4898;4898;92700;6M5D7LIB62X1FC8YE12D                              ;966848467;24/09/2012 21:56;trepicandor Versus                                ;MOP0B82B0Q                                        ;1689,55738;8378
4108;4176;4176;71550;X1W4BB04AC29TN2ZMG3Y                              ;762501038;9/07/2013 15:55;Versus Sed delerium.                              ;JICBULR9NY43D2B0                                  ;905,1718325;8111
4109;2399;2399;31704;F9A9TSHJJIVYU9K88WAI                              ;946638412;7/12/2010 14:05;habitatio pars dolorum novum non                  ;D67D28ZXX34XSN838GU23S0EP                         ;1177,183335;2170
4110;4280;4280;88828;VPVRMP6ZSKYFZISLUIJJ                              ;861149481;11/10/2009 17:51;quo quartu volcans in                             ;ZIKBX072YTI8G9DEXHMBV                             ;822,4876015;2900
4111;4464;4464;53392;RU7BYEHQDKTF0JJFI62B                              ;883796336;5/05/2008 17:35;Tam linguens linguens                             ;V05LGXWK6TOS9HDL64QP                              ;67,32635483;5317
4112;4294;4294;78559;RXWIVQSMEDRZL4VNFOBO                              ;910284995;31/10/2005 4:46;travissimantor non transit. parte                 ;FKZ0KPPUIRDENM                                    ;50,57115203;NULL
4113;2368;2368;55081;F05ZYY86CBG700WBS2NP                              ;433900511;23/01/2012 21:24;gravis e trepicandor quartu                       ;6BJ95DMOKO0W0BBIL                                 ;1192,001916;2222
4114;3390;3390;92947;Y61GFEOR2IRMBCXQJXSJ                              ;611970197;8/03/2011 7:03;habitatio quartu                                  ;MGF5LV87PO2ADLUUFVLGJAS                           ;1354,675893;6934
4115;4141;4141;51340;22ARL4YCMLNY5GT3JJJK                              ;405777682;1/02/2011 13:59;Sed imaginator quo,                               ;EBKSOJ79R81                                       ;988,2500744;2113
4116;3337;3337;47415;9TPLOOZK94V5MW4ROTAP                              ;953644437;21/04/2008 0:17;esset transit. Quad                               ;30PN1YOYM9AE16WFW5MBNJQ                           ;410,2150902;7781
4117;2522;2522;87808;FW3N6V4MZE8Z1S9L6WGZ                              ;121487905;13/03/2010 16:01;non si non sed fecit, quis                        ;BFI6GTJ5KOQE6YFLMT940                             ;158,4077525;861
4118;4523;4523;87105;DHSTIJOCUP9VZTWLXISV                              ;302803862;16/04/2007 17:22;fecundio, habitatio quorum si Pro                 ;RIMRCMLPIK9EBLFHHTQ5UCG                           ;118,7703033;9212
4119;4209;4209;50723;9QM6K4V5IWTPM2FAUOCF                              ;468211855;10/08/2014 20:43;parte Et vobis Id venit. brevens,                 ;9YP1OTAM95O0KPGWK                                 ;1160,205904;6458
4120;5017;5017;60694;5OY42ZCZ9EO4T3Q6MXFT                              ;671942809;9/10/2006 23:18;nomen gravis Id                                   ;664RMU65CFEV                                      ;1273,69878;9493
4121;4778;4778;3860;CTF5DQHB2UFFO41N1I5J                              ;753558255;28/03/2006 15:13;non novum essit. quo quartu                       ;E24IDWJ0O9N56WEXSCTL                              ;1178,974283;4464
4122;2871;2871;13930;8H5KSZO48QXM2SVJYO8V                              ;681434493;25/12/2014 0:49;parte gravis et                                   ;6ADICVVJHU                                        ;102,3493177;8281
4123;4934;4934;78476;7K8O5YOIKEA913BAKKQS                              ;945215833;13/04/2006 17:41;gravum estum. vobis fecit.                        ;ETAYF7300UHWGMFXR8J2KA                            ;1937,831349;3479
4124;4627;4627;24648;U3ITMC643UWOH1XWVN1Z                              ;587258326;6/02/2008 11:12;Quad fecit, Quad                                  ;7SQ010OG6EGQCMGHK9SK                              ;376,7690921;9211
4125;3618;3618;12485;NCNC0OK8D4H2HDHQVILI                              ;829467675;7/01/2010 15:06;Tam plurissimum                                   ;PDWVWY4BYSM4H26P71ZBDAH                           ;1064,572495;6153
4126;4647;4647;8370;HKDLJ1DEPXOSK6RUHLNM                              ;896292004;21/06/2007 6:51;pladior quoque gravum                             ;V2ABRYSRP7IET442K58MTMVKA                         ;913,3491716;3375
4127;2656;2656;31709;PQEL0OG504GH85S9QGN6                              ;91757189;11/11/2009 11:59;eggredior. delerium. plorum                       ;D8S9REWW0TNTK                                     ;857,1121697;8484
4128;2192;2192;91935;O6SAW6QVEXYWHSUY0JCX                              ;113086406;29/03/2015 5:43;linguens vantis. Tam nomen                        ;ZUFAKSV3XX                                        ;1458,626026;859
4129;4149;4149;8367;OS8BC1YKR40F10JLB3IQ                              ;917396252;22/01/2009 1:03;travissimantor Id travissimantor                  ;72U797Q0ZLKYG                                     ;826,9923743;2309
4130;4927;4927;56484;M7HKQDYBPXA8LZEKYJ5R                              ;828628129;27/04/2010 7:05;esset in transit.                                 ;NULL;312,9838055;7373
4131;4469;4469;73743;NSYGFRBCPFU7Y2LQQLO0                              ;688086553;4/08/2006 23:31;Multum Et brevens, dolorum quad                   ;4HX3AFRL9NY7KZIWAAV                               ;1565,673334;5650
4132;5058;5058;9804;17P7G041CJDYYYEJ4BLN                              ;804108277;30/12/2006 21:18;pladior linguens                                  ;JB1PRMWSKDEVYVFAXZ                                ;1763,075381;9208
4133;4758;4758;22544;ZHF0MWST8YHQ1LL89ZR6                              ;565669368;9/04/2012 5:01;e egreddior eudis novum imaginator                ;IZLS781MQI2A93Y                                   ;95,4604587;6809
4134;4686;4686;7697;DWG8Z377MA2DA1QA6T3B                              ;520770265;27/07/2014 9:48;in vantis. rarendum                               ;SG8COJZ0V82                                       ;144,0104675;3487
4135;4118;4118;13132;3LW8XDTBVCUGNMLYRNTL                              ;61947875;10/10/2011 3:06;parte quad cognitio,                              ;PK7YBODHYJTGPZ59I34S0Z                            ;1274,457874;7022
4136;4268;4268;95792;MOECQJVX26NU29AK02QD                              ;644039214;18/06/2011 6:23;Longam, delerium. homo,                           ;TPMYZ0KXZ5TX6A3                                   ;954,0753667;6293
4137;4636;4636;45883;QX8XNF4BE6AQMHXIV7TY                              ;387475063;7/01/2010 22:28;vantis. brevens,                                  ;LQGX8MRNOD                                        ;1021,177439;126
4138;4608;4608;60484;S66MLCAERK27QVQ5F34Q                              ;651488552;28/11/2012 4:05;sed non novum e quo quis                          ;IS3A7PWE9PPEHD                                    ;781,4238168;4755
4139;4926;4926;41277;NZC4FSD25VWFHYR1A12U                              ;61421794;7/01/2009 10:09;gravis Quad nomen ut                              ;TBV2YYE4J2J2E6XY                                  ;1100,692358;9918
4140;4716;4716;18503;NL8IWL6CF4P7R46UI6KX                              ;802691962;19/01/2015 8:53;et quis gravum quorum plorum sed                  ;LA24WUL7AWT9VBZKMTGSM                             ;397,9005964;5817
4141;NULL;NULL;6740;LP5S9XY4511WP0E4LJ76                              ;723571202;15/07/2006 20:53;nomen apparens brevens,                           ;S3OK8ONH7CQFS6AHXGA                               ;858,5553685;255
4142;4358;4358;72099;PQ78QTL7SVIWK1V2PNN8                              ;469587722;13/09/2012 0:09;et egreddior regit, quoque et                     ;O1KUNQJHRDG6                                      ;828,2259194;7839
4143;4885;4885;92412;A2NB14RQWNCRLWYXKI4C                              ;702615245;30/05/2014 19:24;travissimantor et linguens Sed                    ;6IYGBMXJSPHJGIT                                   ;51,02581347;2475
4144;4913;4913;12969;D6JZ4YI1VWJXIEOKWPPT                              ;983318257;10/11/2015 15:42;bono quad quad quad quoque vobis                  ;5V0IRQQJUWH46PTWKRMOC                             ;1191,842942;6541
4145;4563;4563;2708;V855Z5X454JWAXW3BW59                              ;877921078;25/07/2008 4:10;Sed egreddior apparens in estis                   ;MTCBVC3B77Q7MIFOWFRFME5SD                         ;1960,920159;8945
4146;5082;5082;3298;0QTT3HADNTFIGHYDU5TL                              ;364516064;4/10/2009 18:47;quo quad pars estis                               ;VLYOW5X4965FVEFIP9EY3BGV                          ;1065,457263;6887
4147;4051;4051;81061;QRZ17HSGLTJKSVHBCVNM                              ;874455363;25/02/2005 12:25;fecit. Sed volcans                                ;7WWE7OKYSGIC                                      ;1730,998896;3811
4148;4939;4939;44138;IB4DUGXQHQBNQAZURV0I                              ;425079224;24/03/2010 16:18;dolorum plorum Versus funem. quorum               ;BLAI99JGKDZ3PVEFZ                                 ;273,1205366;7127
4149;4911;4911;29589;1ZVXNMH1I96Y67FUOD0U                              ;556433482;27/10/2014 10:25;cognitio, et novum                                ;52SP80P2IKH2XX67Y                                 ;1664,884074;7045
4150;4029;4029;93663;327X2KHHK0M4UGB9F6UG                              ;861521323;16/02/2011 15:29;habitatio Versus si                               ;NL27CENIXBIT6                                     ;1336,680296;1053
4151;2851;2851;6469;ZG5OK3JZ3I0N5YWN0L1Z                              ;844861037;27/10/2013 2:07;brevens, funem.                                   ;TWD9PMC9S7QYYHG1X                                 ;573,3965247;3994
4152;2597;2597;69473;X9KUBQ4L866E14M28HHY                              ;372463001;9/05/2010 6:04;homo, Id plurissimum                              ;XLREHXQE1Q3EJOEZ80                                ;1273,329026;7513
4153;5009;5009;65181;HIMHOIFLELSG317LU9CF                              ;144828097;4/02/2006 0:58;gravis Tam Versus                                 ;WHBGESUGEF52WE0W                                  ;727,6495801;9965
4154;4140;4140;97428;UBT84TALS3J13GRXDM7O                              ;608710187;7/09/2008 11:18;manifestum fecit. esset                           ;RFFFJBKM6EN1JZ9F                                  ;1323,114933;5511
4155;4585;4585;71419;TLDXX3FHE75J2M7S8KP4                              ;200000469;3/05/2009 11:30;fecit. venit. vobis quartu quartu                 ;00L4DLMHBYWN70JSU7                                ;214,9785386;3865
4156;5079;5079;1825;MH9F0KFNHN4QE0PGB6QV                              ;20153056;11/09/2012 3:59;Id manifestum si travissimantor                   ;L5D5RU8E7EUG                                      ;1510,830845;4435
4157;3917;3917;68456;DVEI0UK441IKZ744HXIZ                              ;105143843;12/06/2009 22:21;glavans pladior pladior                           ;NFDZBFETSX7                                       ;0,181962736;5622
4158;3451;3451;15651;XK0SOLHCWEZ9W8LUX0QV                              ;223090438;31/03/2014 9:34;linguens rarendum parte homo,                     ;OYYD39PRFUANVUA47F3H                              ;1643,00719;2020
4159;4422;4422;91216;CMM5ETLBT87V9GBDPB82                              ;340864971;24/12/2015 15:44;parte apparens e funem. quartu                    ;NULL;352,6985992;8621
4160;5061;5061;38768;7MJA3YI9JXR4BKYEM9SW                              ;952801596;21/01/2012 5:22;quad gravis imaginator                            ;00RMKHET0S85S3V90                                 ;878,835672;1003
4161;4387;4387;15006;36REMSAG8OISQ4Z3VBV3                              ;293368901;13/04/2015 23:38;non estum. quad Id                                ;55OGS4Q3G59MDUQUNY7RJRBY                          ;1559,280584;9724
4162;4896;4896;23061;NULL;977446065;28/06/2013 16:13;ut quantare sed                                   ;12H3RFV6AXBUJ7MWG08                               ;230,9313539;7067
4163;4513;4513;14060;9BFRYVCZ21G6R4GRWG58                              ;402556940;18/06/2009 14:52;non e si glavans                                  ;DFDEXFW19LDUP0Q2                                  ;NULL;6068
4164;3048;3048;12911;B99BKGYBRYWTYTUCMOWX                              ;547083062;13/08/2005 6:59;habitatio quoque bono                             ;0PQDF2WE03RKV2Q2D1MO36                            ;78,17945819;737
4165;3573;3573;19519;5M1MZZJBYUPU9Y25GDFD                              ;495682874;9/03/2008 18:20;quis bono essit. vantis.                          ;ITXPKH4JGKNFAI7YCHZW                              ;864,1995298;6521
4166;1409;1409;79054;B3JDSBLFAS9AB5M8OLGF                              ;184521787;7/05/2006 20:17;quad habitatio linguens                           ;5HEINRCZ4D5UE7JICCXW                              ;1256,814267;3693
4167;4735;4735;81842;T37YPUS66AHJTUII97OX                              ;859304066;22/07/2009 23:45;apparens estis eggredior. bono                    ;AZ7MFK63A7390CCJ                                  ;304,2509734;8509
4168;4673;4673;23999;O2GKYSFXRSYYOIZBF2GT                              ;634754456;28/06/2013 11:36;trepicandor non Longam,                           ;WQSKC7ILWANGZ520QVH6V7                            ;1955,110693;8735
4169;4643;4643;66844;3IRQHB4PFESI241RDQ2D                              ;810766018;29/05/2015 3:57;sed delerium. e                                   ;5VU61KDU6Z5F740YSP1J9I                            ;1047,991449;9912
4170;2999;2999;89318;EHIL5CJ6T474OKJOUGHB                              ;629189926;16/08/2015 7:35;bono eudis e apparens cognitio,                   ;A1099HUCBPIMOI1                                   ;80,218019;5820
4171;4957;4957;50448;CE6GLDXK1CEF0P195CYK                              ;221378379;13/04/2014 1:49;parte e quo gravis                                ;0JFGHUPVVPXPGUOYM8                                ;34,17470773;7655
4172;2853;2853;25987;L9LDEJH3JAK1022C5JZL                              ;611416526;14/04/2013 11:56;quis non sed Multum                               ;40B3DCMTPOHCGR80Z                                 ;1389,037651;6106
4173;4891;4891;56928;RSTONVIEP4JQOQ4L26TG                              ;388943428;8/04/2014 7:12;Id manifestum eudis quo estum.                    ;26GC5DKK5VG1                                      ;1376,983936;9294
4174;4942;4942;91935;I1TDZMYWZSZZXTHROQOY                              ;429205079;22/07/2015 11:50;NULL;ZFYWFPF24U0Z6EDH                                  ;1018,077945;640
4175;4633;4633;83547;U51BCCXR2C5559QZAO8K                              ;331994140;28/03/2005 2:25;quantare nomen quad et                            ;8TO4K23SVX                                        ;762,3053076;9238
4176;4804;4804;86208;PBKRQWNTDF5HSOWR2NA0                              ;476303418;14/07/2009 15:03;apparens trepicandor                              ;S6QCO3HWHUSBKQXBG                                 ;415,1434118;6625
4177;4853;4853;38477;WGTUSKRSE2FE65THJLFA                              ;308334283;28/07/2005 5:24;non quartu novum non cognitio,                    ;YZ637NNCFFCV4KSW9Y3N                              ;350,7483631;5806
4178;4689;4689;27988;PW0NCLU780YKCSVQXYBW                              ;582700780;3/06/2006 1:59;venit. quis ut volcans in                         ;3WGZ3FI4EMRNGWXCPY3PC                             ;51,32350421;6938
